index,date,team_name,opp_name,goals,opp_goals,game_outcome,overtimes,empty1,shots,pen_min,goals_pp,chances_pp,goals_sh,empty2,shots_against,pen_min_opp,goals_against_pp,opp_chances_pp,goals_against_sh,season,corsi_for,corsi_against,corsi_pct,fenwick_for,fenwick_against,fenwick_pct,faceoff_wins,faceoff_losses,faceoff_percentage,zs_offense_pct,pdo
rs.79,20100403,PHX,EDM,3,2,W,SO,,44,6,0,,0,,27,18,0,,0,2010,43,36,54.4,34,29,54.0,23,15,60.5,45.4,98.5
rs.80,20100407,PHX,NSH,5,2,W,,,30,6,0,,0,,25,6,1,,0,2010,38,39,49.4,33,29,53.2,19,14,57.6,52.9,116.5
rs.81,20100408,PHX,LAK,3,2,W,SO,,27,9,0,,0,,24,19,0,,0,2010,47,46,50.5,36,37,49.3,19,29,39.6,39.5,99.6
rs.82,20100410,PHX,SJS,2,3,L,SO,,29,4,0,,0,,30,0,0,,0,2010,55,52,51.4,42,38,52.5,18,17,51.4,60.0,99.5
po.1,20100414,PHX,DET,3,2,W,,,35,14,3,,0,,40,10,1,,0,2010,38,50,43.2,31,40,43.7,21,24,46.7,38.7,96.3
po.2,20100416,PHX,DET,4,7,L,,,31,6,0,,0,,39,8,2,,0,2010,44,60,42.3,35,47,42.7,24,33,42.1,45.4,100.4
po.3,20100418,PHX,DET,4,2,W,,,33,10,0,,0,,31,6,1,,0,2010,44,40,52.4,38,33,53.5,23,26,46.9,53.3,109.6
po.4,20100420,PHX,DET,0,3,L,,,29,8,0,,0,,35,14,1,,0,2010,35,40,46.7,30,30,50.0,19,24,44.2,46.1,92.3
po.5,20100423,PHX,DET,1,4,L,,,31,12,0,,0,,29,10,0,,0,2010,37,30,55.2,28,22,56.0,17,19,47.2,57.6,82.1
po.6,20100425,PHX,DET,5,2,W,,,29,17,3,,1,,33,29,0,,0,2010,32,49,39.5,24,34,41.4,17,24,41.5,50.0,95.2
po.7,20100427,PHX,DET,1,6,L,,,33,14,0,,0,,50,12,3,,0,2010,36,47,43.4,30,42,41.7,19,28,40.4,55.6,94.6
rs.1,20091002,PIT,NYR,3,2,W,,,31,13,1,,0,,27,9,0,,0,2010,53,50,51.5,37,30,55.2,23,22,51.1,63.0,96.6
rs.2,20091003,PIT,NYI,4,3,W,SO,,42,32,0,,0,,28,16,2,,0,2010,71,49,59.2,48,35,57.8,27,21,56.3,44.7,104.7
rs.3,20091007,PIT,PHX,0,3,L,,,24,22,0,,0,,25,14,2,,0,2010,29,35,45.3,21,26,44.7,15,19,44.1,57.9,94.1
rs.4,20091008,PIT,PHI,5,4,W,,,25,35,1,,0,,34,31,2,,0,2010,34,49,41.0,23,33,41.1,25,18,58.1,33.6,114.0
rs.5,20091010,PIT,TOR,5,2,W,,,33,21,3,,0,,20,27,0,,0,2010,42,46,47.7,31,30,50.8,27,23,54.0,38.6,98.2
rs.6,20091012,PIT,OTT,4,1,W,,,28,16,0,,0,,31,14,0,,0,2010,38,45,45.8,29,35,45.3,20,14,58.8,42.1,113.2
rs.7,20091014,PIT,CAR,3,2,W,SO,,38,6,0,,0,,29,8,0,,0,2010,,,,,0,,0,0,,,
rs.8,20091017,PIT,TBL,4,1,W,,,33,14,1,,0,,23,14,1,,0,2010,33,28,54.1,27,20,57.4,17,19,47.2,47.8,116.7
rs.9,20091020,PIT,STL,5,1,W,,,43,6,2,,0,,23,10,0,,0,2010,53,46,53.5,43,29,59.7,15,24,38.5,40.7,104.1
rs.10,20091023,PIT,FLA,3,2,W,SO,,43,15,1,,1,,29,19,1,,0,2010,49,52,48.5,40,33,54.8,27,28,49.1,60.0,95.5
rs.11,20091024,PIT,NJD,1,4,L,,,33,4,0,,0,,26,10,1,,0,2010,40,36,52.6,35,30,53.8,18,22,45.0,56.8,89.4
rs.12,20091028,PIT,MTL,6,1,W,,,37,8,2,,0,,24,12,1,,0,2010,42,47,47.2,36,34,51.4,15,28,34.9,50.0,114.3
rs.13,20091030,PIT,CBJ,4,3,W,SO,,32,16,0,,1,,32,12,1,,0,2010,37,35,51.4,26,26,50.0,24,20,54.5,68.1,100.4
rs.14,20091031,PIT,MIN,1,2,L,,,35,13,0,,0,,15,17,0,,0,2010,55,31,64.0,44,19,69.8,23,23,50.0,77.7,89.9
rs.15,20091103,PIT,ANA,4,3,W,,,27,6,0,,0,,29,14,0,,0,2010,48,56,46.2,33,40,45.2,18,21,46.2,55.0,107.0
rs.16,20091105,PIT,LAK,2,5,L,,,23,8,0,,0,,32,8,0,,0,2010,34,58,37.0,31,48,39.2,19,31,38.0,37.0,95.6
rs.17,20091107,PIT,SJS,0,5,L,,,27,41,0,,0,,35,27,2,,0,2010,44,51,46.3,35,35,50.0,23,25,47.9,57.5,88.5
rs.18,20091110,PIT,BOS,0,3,L,,,27,2,0,,0,,29,4,0,,1,2010,54,42,56.3,35,31,53.0,14,30,31.8,54.8,92.6
rs.19,20091112,PIT,NJD,1,4,L,,,26,8,0,,0,,25,6,1,,0,2010,49,40,55.1,30,30,50.0,22,20,52.4,44.1,89.8
rs.20,20091114,PIT,BOS,6,5,W,OT,,33,13,0,,0,,33,11,1,,0,2010,50,57,46.7,41,41,50.0,23,25,47.9,51.9,105.9
rs.21,20091116,PIT,ANA,5,2,W,,,26,11,1,,1,,25,19,0,,1,2010,28,34,45.2,22,22,50.0,18,16,52.9,30.0,112.9
rs.22,20091119,PIT,OTT,2,6,L,,,27,11,1,,0,,31,15,1,,0,2010,46,47,49.5,27,36,42.9,19,20,48.7,50.4,85.4
rs.23,20091121,PIT,ATL,3,2,W,,,34,16,1,,0,,33,26,0,,1,2010,47,46,50.5,36,36,50.0,20,32,38.5,41.7,104.4
rs.24,20091123,PIT,FLA,3,2,W,OT,,45,13,1,,0,,21,15,0,,0,2010,57,39,59.4,47,30,61.0,25,22,53.2,78.0,94.9
rs.25,20091125,PIT,MTL,3,1,W,,,30,2,0,,0,,19,4,0,,0,2010,51,37,58.0,36,28,56.3,21,19,52.5,60.0,107.2
rs.26,20091127,PIT,NYI,2,3,L,,,21,30,0,,0,,37,24,0,,0,2010,40,58,40.8,28,45,38.4,28,23,54.9,61.9,101.8
rs.27,20091128,PIT,NYR,8,3,W,,,33,21,2,,0,,25,42,0,,0,2010,36,36,50.0,31,25,55.4,27,14,65.9,35.0,110.7
rs.28,20091130,PIT,NYR,5,2,W,,,33,6,0,,0,,31,10,1,,0,2010,40,54,42.6,34,39,46.6,20,23,46.5,48.3,116.8
rs.29,20091203,PIT,COL,4,1,W,,,33,11,1,,0,,16,13,1,,0,2010,46,35,56.8,41,25,62.1,24,22,52.2,55.2,111.1
rs.30,20091205,PIT,CHI,1,2,L,OT,,33,10,0,,0,,31,6,0,,0,2010,66,64,50.8,47,46,50.5,28,38,42.4,64.2,95.7
rs.31,20091207,PIT,CAR,2,3,L,,,32,15,0,,0,,21,11,1,,0,2010,53,28,65.4,40,25,61.5,24,18,57.1,73.7,95.6
rs.32,20091210,PIT,MTL,3,2,W,,,41,8,0,,0,,21,12,1,,0,2010,65,40,61.9,45,30,60.0,18,29,38.3,45.8,104.1
rs.33,20091212,PIT,FLA,3,2,W,OT,,40,10,1,,0,,31,14,1,,0,2010,48,46,51.1,40,29,58.0,26,17,60.5,63.7,102.5
rs.34,20091215,PIT,PHI,6,1,W,,,35,27,1,,2,,27,23,1,,0,2010,41,30,57.7,33,21,61.1,16,25,39.0,47.8,111.5
rs.35,20091217,PIT,PHI,3,2,W,SO,,30,15,2,,0,,33,19,1,,0,2010,43,58,42.6,30,41,42.3,25,29,46.3,36.2,96.4
rs.36,20091219,PIT,BUF,2,1,W,SO,,24,16,0,,0,,32,10,0,,0,2010,41,33,55.4,29,27,51.8,15,17,46.9,46.4,101.5
rs.37,20091221,PIT,NJD,0,4,L,,,35,18,0,,0,,30,22,1,,0,2010,49,46,51.6,40,33,54.8,16,18,47.1,61.3,87.5
rs.38,20091223,PIT,OTT,8,2,W,,,36,24,3,,0,,47,38,0,,0,2010,39,61,39.0,31,46,40.3,24,25,49.0,27.9,120.8
rs.39,20091227,PIT,TOR,3,4,L,,,24,8,1,,0,,27,4,1,,0,2010,50,46,52.1,34,30,53.1,29,17,63.0,59.3,96.0
rs.40,20091229,PIT,BUF,3,4,L,,,38,10,0,,0,,24,6,1,,0,2010,55,36,60.4,44,28,61.1,23,19,54.8,51.7,100.7
rs.41,20091230,PIT,NJD,0,2,L,,,32,10,0,,0,,33,4,0,,1,2010,42,50,45.7,32,37,46.4,20,21,48.8,55.6,96.6
rs.42,20100102,PIT,TBL,1,3,L,,,26,10,0,,0,,37,10,0,,0,2010,38,53,41.8,30,42,41.7,25,17,59.5,47.8,95.4
rs.43,20100103,PIT,FLA,2,6,L,,,48,2,0,,0,,35,8,0,,1,2010,52,56,48.1,41,46,47.1,20,22,47.6,43.5,90.8
rs.44,20100105,PIT,ATL,5,2,W,,,37,4,1,,0,,33,8,0,,0,2010,42,55,43.3,37,43,46.3,19,28,40.4,50.0,107.3
rs.45,20100107,PIT,PHI,4,7,L,,,39,6,0,,0,,31,8,2,,0,2010,66,41,61.7,49,35,58.3,30,22,57.7,60.7,92.2
rs.46,20100109,PIT,TOR,4,1,W,,,39,8,1,,0,,43,6,1,,0,2010,42,80,34.4,37,51,42.0,25,19,56.8,28.6,110.3
rs.47,20100111,PIT,MIN,3,4,L,,,38,11,0,,0,,24,14,0,,0,2010,46,34,57.5,37,26,58.7,22,22,50.0,66.9,85.0
rs.48,20100113,PIT,CGY,3,1,W,,,27,15,1,,0,,38,15,1,,0,2010,31,49,38.8,21,39,35.0,20,19,51.3,53.8,111.8
rs.49,20100114,PIT,EDM,3,2,W,,,31,10,1,,0,,35,6,2,,0,2010,57,44,56.4,37,37,50.0,19,29,39.6,49.7,108.3
rs.50,20100116,PIT,VAN,2,6,L,,,24,28,0,,0,,27,12,1,,1,2010,37,41,47.4,26,31,45.6,16,21,43.2,44.0,91.3
rs.51,20100119,PIT,NYI,6,4,W,,,29,8,4,,0,,35,27,0,,0,2010,40,40,50.0,28,33,45.9,32,9,78.0,33.3,96.9
rs.52,20100121,PIT,WSH,3,6,L,,,38,4,0,,0,,34,8,2,,0,2010,50,51,49.5,41,41,50.0,20,35,36.4,50.0,96.9
rs.53,20100124,PIT,PHI,2,1,W,,,22,29,2,,0,,28,23,1,,0,2010,39,36,52.0,23,24,48.9,12,20,37.5,50.0,100.0
rs.54,20100125,PIT,NYR,4,2,W,,,28,8,1,,0,,30,4,0,,0,2010,48,45,51.6,31,31,50.0,19,28,40.4,37.9,103.0
rs.55,20100128,PIT,OTT,1,4,L,,,31,6,0,,0,,28,6,0,,0,2010,46,51,47.4,31,38,44.9,28,29,49.1,57.2,87.0
rs.56,20100131,PIT,DET,2,1,W,SO,,47,10,0,,0,,24,6,0,,0,2010,68,36,65.4,60,27,69.0,18,30,37.5,81.0,96.1
rs.57,20100201,PIT,BUF,5,4,W,,,31,14,1,,0,,34,8,2,,0,2010,41,47,46.6,33,35,48.5,20,17,54.1,47.7,106.7
rs.58,20100206,PIT,MTL,3,5,L,,,21,29,0,,1,,32,11,1,,0,2010,43,56,43.4,26,38,40.6,15,21,41.7,21.1,95.1
rs.59,20100207,PIT,WSH,4,5,L,OT,,35,35,1,,0,,34,39,1,,0,2010,54,59,47.8,37,42,46.8,32,26,55.2,46.6,97.2
rs.60,20100210,PIT,NYI,3,1,W,,,28,17,0,,0,,38,15,0,,0,2010,47,53,47.0,39,44,47.0,30,24,55.6,58.2,108.7
rs.61,20100212,PIT,NYR,2,3,L,OT,,27,11,1,,0,,39,19,0,,0,2010,48,48,50.0,35,40,46.7,19,26,42.2,40.7,95.1
rs.62,20100214,PIT,NSH,3,4,L,SO,,33,16,1,,0,,26,10,1,,0,2010,51,36,58.6,42,26,61.8,20,18,52.6,76.9,95.4
rs.63,20100302,PIT,BUF,3,2,W,,,28,15,1,,0,,28,11,0,,0,2010,53,44,54.6,39,29,57.4,21,15,58.3,67.7,100.4
rs.64,20100304,PIT,NYR,5,4,W,OT,,55,14,2,,0,,16,14,2,,0,2010,67,32,67.7,51,19,72.9,26,27,49.1,85.5,89.3
rs.65,20100306,PIT,DAL,6,3,W,,,34,22,1,,1,,30,20,0,,0,2010,58,33,63.7,42,24,63.6,22,25,46.8,63.3,99.3
rs.66,20100307,PIT,BOS,2,1,W,,,33,10,0,,0,,22,4,1,,0,2010,49,32,60.5,37,26,58.7,22,31,41.5,72.9,106.3
rs.67,20100311,PIT,CAR,3,4,L,OT,,40,8,1,,0,,21,4,1,,0,2010,65,26,71.4,51,22,69.9,20,34,37.0,64.7,90.1
rs.68,20100312,PIT,NJD,1,3,L,,,35,42,0,,0,,32,31,0,,0,2010,49,37,57.0,37,32,53.6,19,17,52.8,47.6,90.4
rs.69,20100314,PIT,TBL,2,1,W,,,39,10,1,,0,,22,14,0,,0,2010,53,20,72.6,40,17,70.2,12,22,35.3,66.1,95.0
rs.70,20100317,PIT,NJD,2,5,L,,,26,4,0,,0,,19,9,0,,1,2010,46,29,61.3,34,23,59.6,20,15,57.1,70.0,85.2
rs.71,20100318,PIT,BOS,3,0,W,,,31,18,0,,0,,17,28,0,,0,2010,32,33,49.2,25,19,56.8,14,17,45.2,41.2,115.0
rs.72,20100320,PIT,CAR,2,3,L,OT,,25,10,1,,0,,29,6,0,,0,2010,51,37,58.0,39,26,60.0,20,21,48.8,63.3,90.3
rs.73,20100322,PIT,DET,1,3,L,,,27,14,0,,0,,33,10,0,,0,2010,39,47,45.3,33,36,47.8,20,28,41.7,61.0,91.5
rs.74,20100324,PIT,WSH,3,4,L,SO,,42,2,1,,0,,32,10,0,,1,2010,54,59,47.8,40,43,48.2,22,24,47.8,49.4,99.6
rs.75,20100327,PIT,PHI,4,1,W,,,31,10,1,,0,,27,12,0,,0,2010,47,39,54.7,34,35,49.3,16,24,40.0,67.1,108.2
rs.76,20100328,PIT,TOR,5,4,W,SO,,45,10,0,,0,,29,6,1,,0,2010,49,37,57.0,45,28,61.6,20,22,47.6,70.8,95.0
rs.77,20100331,PIT,TBL,0,2,L,,,27,17,0,,0,,17,30,1,,0,2010,44,24,64.7,31,20,60.8,19,15,55.9,63.6,92.3
rs.78,20100403,PIT,ATL,4,3,W,OT,,35,15,2,,0,,24,17,1,,0,2010,63,29,68.5,49,21,70.0,24,27,47.1,65.7,92.4
rs.79,20100406,PIT,WSH,3,6,L,,,29,2,1,,0,,28,8,1,,0,2010,53,41,56.4,37,33,52.9,23,22,51.1,50.0,89.2
rs.80,20100408,PIT,NYI,7,3,W,,,35,34,2,,0,,35,19,1,,0,2010,40,42,48.8,34,30,53.1,25,25,50.0,35.6,110.1
rs.81,20100410,PIT,ATL,0,1,L,,,33,34,0,,0,,22,20,0,,0,2010,45,33,57.7,33,24,57.9,11,23,32.4,59.8,93.8
rs.82,20100411,PIT,NYI,6,5,W,OT,,37,32,1,,0,,38,46,2,,0,2010,46,36,56.1,35,28,55.6,26,17,60.5,48.4,104.7
po.1,20100414,PIT,OTT,4,5,L,,,21,8,2,,0,,26,12,2,,0,2010,41,38,51.9,28,28,50.0,16,30,34.8,65.7,98.9
po.2,20100416,PIT,OTT,2,1,W,,,31,11,0,,0,,20,11,0,,0,2010,60,37,61.9,48,23,67.6,23,18,56.1,54.5,101.2
po.3,20100418,PIT,OTT,4,2,W,,,24,12,1,,0,,22,24,2,,0,2010,40,38,51.3,27,26,50.9,17,21,44.7,34.1,114.3
po.4,20100420,PIT,OTT,7,4,W,,,42,16,2,,1,,30,54,2,,0,2010,33,42,44.0,26,31,45.6,25,21,54.3,46.2,108.7
po.5,20100422,PIT,OTT,3,4,L,3OT,,59,16,1,,0,,44,18,1,,0,2010,113,74,60.4,69,59,53.9,40,32,55.6,55.5,95.4
po.6,20100424,PIT,OTT,4,3,W,OT,,43,4,1,,0,,31,4,0,,0,2010,68,46,59.6,48,36,57.1,23,23,50.0,65.5,98.0
po.7,20100430,PIT,MTL,6,3,W,,,24,14,4,,0,,31,14,1,,0,2010,35,48,42.2,27,32,45.8,21,21,50.0,20.4,103.4
po.8,20100502,PIT,MTL,1,3,L,,,39,19,0,,0,,21,6,1,,0,2010,58,22,72.5,47,19,71.2,22,15,59.5,72.7,87.5
po.9,20100504,PIT,MTL,2,0,W,,,25,8,1,,0,,18,12,0,,0,2010,45,43,51.1,31,26,54.4,27,13,67.5,41.7,105.0
po.10,20100506,PIT,MTL,2,3,L,,,35,4,1,,0,,25,8,0,,0,2010,56,35,61.5,36,28,56.3,12,14,46.2,46.1,91.0
po.11,20100508,PIT,MTL,2,1,W,,,25,6,1,,0,,33,6,1,,0,2010,64,45,58.7,44,29,60.3,23,22,51.1,66.0,104.3
po.12,20100510,PIT,MTL,3,4,L,,,37,8,1,,0,,25,12,0,,0,2010,56,49,53.3,42,30,58.3,19,29,39.6,63.4,87.4
po.13,20100512,PIT,MTL,2,5,L,,,39,10,0,,0,,20,14,2,,1,2010,54,24,69.2,38,21,64.4,27,15,64.3,70.6,92.3
rs.1,20091001,SJS,COL,2,5,L,,,40,13,1,,0,,20,17,1,,0,2010,51,23,68.9,40,19,67.8,19,10,65.5,64.7,75.3
rs.2,20091003,SJS,ANA,4,1,W,,,37,46,1,,1,,25,34,1,,0,2010,43,29,59.7,37,23,61.7,13,14,48.1,52.3,106.9
rs.3,20091006,SJS,LAK,4,6,L,,,29,20,4,,0,,30,20,1,,0,2010,37,51,42.0,29,38,43.3,27,20,57.4,45.8,80.8
rs.4,20091008,SJS,CBJ,6,3,W,,,28,20,0,,0,,27,22,1,,0,2010,43,39,52.4,25,31,44.6,25,25,50.0,48.2,114.7
rs.5,20091010,SJS,MIN,4,2,W,,,29,16,1,,0,,40,10,1,,0,2010,41,52,44.1,29,39,42.6,25,20,55.6,48.2,109.6
rs.6,20091012,SJS,PHX,0,1,L,SO,,26,13,0,,0,,30,11,0,,0,2010,47,52,47.5,36,36,50.0,30,16,65.2,42.3,100.0
rs.7,20091015,SJS,WSH,1,4,L,,,28,10,0,,0,,36,6,1,,0,2010,37,44,45.7,29,36,44.6,19,20,48.7,41.7,92.5
rs.8,20091017,SJS,NYI,4,1,W,,,29,15,2,,0,,32,15,1,,0,2010,52,46,53.1,31,36,46.3,21,25,45.7,48.9,109.1
rs.9,20091019,SJS,NYR,7,3,W,,,30,6,2,,0,,29,14,1,,0,2010,35,42,45.5,31,31,50.0,20,14,58.8,53.3,112.2
rs.10,20091022,SJS,TBL,2,5,L,,,34,2,1,,0,,25,6,0,,0,2010,46,36,56.1,36,32,52.9,17,26,39.5,66.7,80.5
rs.11,20091024,SJS,ATL,4,3,W,,,24,13,2,,0,,27,13,1,,0,2010,39,42,48.1,30,25,54.5,28,17,62.2,44.4,99.1
rs.12,20091025,SJS,PHI,4,1,W,,,28,17,1,,0,,38,17,0,,0,2010,34,55,38.2,27,41,39.7,30,18,62.5,37.2,110.2
rs.13,20091028,SJS,LAK,2,1,W,SO,,30,4,0,,0,,29,4,0,,0,2010,62,51,54.9,38,38,50.0,32,24,57.1,40.1,99.3
rs.14,20091030,SJS,COL,3,1,W,,,46,10,0,,0,,25,10,0,,1,2010,60,29,67.4,44,23,65.7,31,15,67.4,57.5,108.8
rs.15,20091101,SJS,CAR,5,1,W,,,25,6,1,,0,,26,10,0,,0,2010,37,34,52.1,30,22,57.7,26,16,61.9,36.4,114.1
rs.16,20091104,SJS,CBJ,3,2,W,SO,,38,22,1,,0,,28,14,1,,0,2010,57,45,55.9,49,33,59.8,28,24,53.8,61.5,98.9
rs.17,20091105,SJS,DET,1,2,L,SO,,34,6,0,,0,,36,8,0,,0,2010,40,66,37.7,35,51,40.7,24,20,54.5,42.2,100.7
rs.18,20091107,SJS,PIT,5,0,W,,,35,27,2,,0,,27,41,0,,0,2010,51,44,53.7,35,35,50.0,25,23,52.1,42.5,111.5
rs.19,20091110,SJS,NSH,4,3,W,,,29,4,0,,0,,26,2,0,,0,2010,51,47,52.0,40,39,50.6,26,18,59.1,31.8,102.3
rs.20,20091112,SJS,DAL,2,3,L,SO,,32,17,0,,0,,36,13,0,,0,2010,52,45,53.6,33,36,47.8,24,20,54.5,51.9,100.3
rs.21,20091114,SJS,STL,3,1,W,,,17,17,2,,0,,39,15,0,,0,2010,29,41,41.4,21,29,42.0,21,14,60.0,28.0,104.1
rs.22,20091115,SJS,CHI,3,4,L,OT,,23,9,1,,0,,30,13,0,,0,2010,34,45,43.0,25,37,40.3,19,15,55.9,58.8,96.4
rs.23,20091117,SJS,NSH,3,4,L,,,32,8,0,,1,,31,4,2,,0,2010,60,46,56.6,44,34,56.4,29,26,52.7,64.5,99.5
rs.24,20091120,SJS,PHI,6,3,W,,,29,22,2,,1,,29,26,0,,0,2010,42,45,48.3,27,33,45.0,30,21,58.8,38.1,103.9
rs.25,20091121,SJS,ANA,3,2,W,,,36,15,1,,0,,30,13,2,,0,2010,41,45,47.7,38,33,53.5,22,16,57.9,29.4,106.9
rs.26,20091125,SJS,CHI,2,7,L,,,24,4,1,,0,,41,12,0,,3,2010,35,52,40.2,24,42,36.4,24,19,55.8,38.5,94.6
rs.27,20091127,SJS,EDM,5,4,W,SO,,31,17,0,,1,,33,15,0,,0,2010,49,57,46.2,37,46,44.6,27,25,51.9,53.2,99.7
rs.28,20091129,SJS,VAN,4,2,W,,,30,8,1,,0,,27,10,0,,0,2010,39,37,51.3,33,35,48.5,26,20,56.5,50.0,105.4
rs.29,20091201,SJS,OTT,5,2,W,,,33,15,0,,0,,27,11,1,,0,2010,48,47,50.5,36,30,54.5,27,19,58.7,28.0,116.1
rs.30,20091203,SJS,STL,2,3,L,SO,,34,23,0,,0,,30,17,0,,1,2010,35,62,36.1,27,44,38.0,19,20,48.7,35.1,107.4
rs.31,20091205,SJS,CGY,1,2,L,,,36,17,0,,0,,36,13,0,,0,2010,49,48,50.5,38,36,51.4,23,19,54.8,64.1,96.6
rs.32,20091209,SJS,LAK,4,5,L,OT,,34,10,1,,0,,28,14,2,,0,2010,34,38,47.2,27,30,47.4,16,21,43.2,32.6,102.5
rs.33,20091211,SJS,DAL,2,3,L,SO,,35,16,0,,0,,44,10,1,,0,2010,50,55,47.6,41,43,48.8,34,16,68.0,48.4,103.7
rs.34,20091212,SJS,PHX,1,2,L,,,38,16,1,,0,,35,10,1,,0,2010,43,33,56.6,31,30,50.8,21,25,45.7,56.6,95.7
rs.35,20091217,SJS,ANA,4,1,W,,,37,15,1,,0,,21,17,1,,0,2010,48,43,52.7,33,31,51.6,26,24,52.0,55.7,113.6
rs.36,20091221,SJS,DAL,4,2,W,,,31,12,0,,0,,38,2,1,,0,2010,53,54,49.5,44,47,48.4,22,21,51.2,65.4,109.1
rs.37,20091222,SJS,CHI,3,2,W,,,14,21,0,,1,,47,17,0,,0,2010,21,63,25.0,12,49,19.7,13,22,37.1,27.4,119.9
rs.38,20091226,SJS,ANA,5,2,W,,,25,25,2,,0,,32,21,0,,0,2010,45,45,50.0,31,38,44.9,22,18,55.0,48.0,106.3
rs.39,20091228,SJS,PHX,3,2,W,SO,,38,8,0,,1,,33,8,0,,0,2010,57,55,50.9,42,39,51.9,25,18,58.1,50.0,96.4
rs.40,20091230,SJS,WSH,5,2,W,,,33,10,0,,0,,26,8,0,,0,2010,44,38,53.7,37,28,56.9,18,25,41.9,62.5,102.4
rs.41,20091231,SJS,PHX,3,2,W,SO,,33,12,1,,0,,36,8,0,,0,2010,45,46,49.5,37,35,51.4,27,17,61.4,54.4,96.4
rs.42,20100102,SJS,EDM,4,1,W,,,27,22,0,,0,,23,20,0,,0,2010,42,39,51.9,28,27,50.9,25,23,52.1,48.7,112.6
rs.43,20100104,SJS,LAK,2,6,L,,,47,10,1,,0,,20,10,3,,0,2010,58,26,69.0,45,19,70.3,15,18,45.5,68.4,79.8
rs.44,20100106,SJS,STL,2,1,W,OT,,44,17,1,,0,,29,15,1,,0,2010,53,44,54.6,37,27,57.8,19,18,51.4,63.5,103.7
rs.45,20100109,SJS,DET,1,4,L,,,32,7,0,,0,,22,9,0,,0,2010,50,35,58.8,34,25,57.6,25,19,56.8,53.8,84.8
rs.46,20100111,SJS,LAK,2,1,W,,,36,10,1,,0,,34,6,0,,0,2010,39,36,52.0,32,26,55.2,25,18,58.1,50.0,98.8
rs.47,20100112,SJS,PHX,3,1,W,,,32,16,1,,1,,33,10,0,,0,2010,41,39,51.3,34,30,53.1,20,20,50.0,61.9,98.4
rs.48,20100114,SJS,BOS,1,2,L,SO,,42,4,0,,0,,31,4,0,,0,2010,72,54,57.1,52,42,55.3,38,20,65.5,53.7,99.0
rs.49,20100116,SJS,EDM,4,2,W,,,36,2,1,,0,,29,6,0,,1,2010,68,45,60.2,51,34,60.0,28,14,66.7,75.0,106.5
rs.50,20100118,SJS,CGY,9,1,W,,,46,16,2,,0,,22,20,0,,0,2010,54,33,62.1,45,25,64.3,27,23,54.0,53.6,113.0
rs.51,20100119,SJS,LAK,5,1,W,,,24,16,3,,0,,37,14,0,,0,2010,29,45,39.2,23,35,39.7,19,21,47.5,42.2,107.1
rs.52,20100121,SJS,ANA,3,1,W,,,25,20,1,,0,,27,22,0,,0,2010,42,31,57.5,31,21,59.6,20,12,62.5,44.1,105.8
rs.53,20100123,SJS,BUF,5,2,W,,,24,12,0,,0,,40,12,1,,0,2010,45,54,45.5,33,41,44.6,28,23,54.9,35.2,121.6
rs.54,20100128,SJS,CHI,3,4,L,OT,,37,4,1,,0,,39,6,0,,0,2010,60,52,53.6,45,40,52.9,18,25,41.9,58.3,93.8
rs.55,20100130,SJS,MIN,5,2,W,,,36,10,4,,0,,38,14,2,,0,2010,41,48,46.1,28,38,42.4,23,19,54.8,41.7,104.5
rs.56,20100202,SJS,DET,2,4,L,,,34,12,0,,0,,37,6,2,,0,2010,56,58,49.1,37,38,49.3,33,23,58.9,43.7,99.5
rs.57,20100204,SJS,STL,4,2,W,,,31,10,1,,0,,37,8,1,,0,2010,43,49,46.7,33,40,45.2,21,15,58.3,41.2,110.0
rs.58,20100206,SJS,NSH,4,3,W,,,29,18,2,,0,,38,20,1,,0,2010,41,50,45.1,31,42,42.5,31,21,59.6,34.4,102.4
rs.59,20100208,SJS,TOR,3,2,W,,,26,16,0,,0,,34,14,1,,0,2010,40,52,43.5,27,36,42.9,24,24,50.0,36.7,110.4
rs.60,20100210,SJS,CBJ,0,3,L,,,40,8,0,,0,,21,6,0,,0,2010,56,25,69.1,44,22,66.7,25,20,55.6,75.8,82.4
rs.61,20100211,SJS,DET,3,2,W,SO,,26,19,0,,0,,52,11,1,,0,2010,40,65,38.1,31,52,37.3,31,36,46.3,30.0,106.7
rs.62,20100213,SJS,BUF,1,3,L,,,28,6,0,,0,,28,10,0,,0,2010,42,40,51.2,30,31,49.2,19,18,51.4,55.1,92.3
rs.63,20100302,SJS,NJD,3,4,L,,,20,6,1,,0,,25,2,1,,0,2010,45,50,47.4,33,35,48.5,28,13,68.3,47.4,95.5
rs.64,20100304,SJS,MTL,3,2,W,,,40,14,1,,1,,30,14,1,,0,2010,59,37,61.5,41,32,56.2,30,12,71.4,49.6,98.6
rs.65,20100306,SJS,CBJ,2,1,W,,,44,13,1,,0,,22,21,0,,0,2010,60,31,65.9,47,26,64.4,19,17,52.8,50.7,98.2
rs.66,20100311,SJS,NSH,8,5,W,,,26,8,2,,0,,45,6,2,,0,2010,51,56,47.7,30,42,41.7,21,22,48.8,50.0,120.6
rs.67,20100313,SJS,FLA,2,3,L,OT,,39,28,1,,0,,28,16,0,,0,2010,66,48,57.9,49,33,59.8,29,19,60.4,59.1,89.6
rs.68,20100314,SJS,ANA,2,4,L,,,33,24,0,,0,,33,20,0,,0,2010,52,34,60.5,40,31,56.3,23,10,69.7,53.5,90.7
