index,date,team_name,opp_name,goals,opp_goals,game_outcome,overtimes,empty1,shots,pen_min,goals_pp,chances_pp,goals_sh,empty2,shots_against,pen_min_opp,goals_against_pp,opp_chances_pp,goals_against_sh,season,corsi_for,corsi_against,corsi_pct,fenwick_for,fenwick_against,fenwick_pct,faceoff_wins,faceoff_losses,faceoff_percentage,zs_offense_pct,pdo
rs.1,20070929,ANA,LAK,1,4,L,,,27,18,1,,0,,21,18,3,,1,2008,,,,,,,,,,,
rs.2,20070930,ANA,LAK,4,1,W,,,25,15,2,,0,,23,15,0,,0,2008,,,,,,,,,,,
rs.3,20071003,ANA,DET,2,3,L,SO,,15,23,1,,0,,42,19,2,,0,2008,,,,,,,,,,,
rs.4,20071005,ANA,CBJ,0,4,L,,,28,26,0,,0,,37,31,3,,0,2008,,,,,,,,,,,
rs.5,20071006,ANA,PIT,4,5,L,,,23,10,1,,1,,29,10,1,,0,2008,,,,,,,,,,,
rs.6,20071010,ANA,BOS,2,1,W,,,30,6,0,,0,,19,6,0,,0,2008,,,,,,,,,,,
rs.7,20071014,ANA,MIN,0,2,L,,,37,25,0,,0,,25,33,0,,0,2008,,,,,,,,,,,
rs.8,20071015,ANA,DET,6,3,W,,,29,22,2,,2,,35,26,1,,0,2008,,,,,,,,,,,
rs.9,20071017,ANA,NSH,3,1,W,,,31,9,0,,0,,29,9,0,,0,2008,,,,,,,,,,,
rs.10,20071020,ANA,DAL,1,3,L,,,21,23,1,,0,,23,45,1,,0,2008,,,,,,,,,,,
rs.11,20071023,ANA,STL,2,4,L,,,16,29,0,,0,,33,29,2,,0,2008,,,,,,,,,,,
rs.12,20071025,ANA,PHX,0,1,L,,,31,10,0,,0,,21,12,0,,0,2008,,,,,,,,,,,
rs.13,20071028,ANA,EDM,2,3,L,SO,,32,8,0,,0,,22,6,0,,1,2008,,,,,,,,,,,
rs.14,20071101,ANA,CBJ,2,1,W,SO,,34,39,0,,0,,20,39,1,,0,2008,,,,,,,,,,,
rs.15,20071103,ANA,PHX,5,2,W,,,39,25,2,,0,,32,47,1,,0,2008,,,,,,,,,,,
rs.16,20071105,ANA,DAL,0,5,L,,,19,15,0,,0,,24,17,2,,0,2008,,,,,,,,,,,
rs.17,20071107,ANA,PHX,5,6,L,OT,,27,16,2,,0,,29,12,2,,0,2008,,,,,,,,,,,
rs.18,20071109,ANA,SJS,3,2,W,SO,,26,12,0,,0,,24,2,1,,0,2008,,,,,,,,,,,
rs.19,20071113,ANA,LAK,4,3,W,SO,,33,35,2,,0,,32,25,2,,0,2008,,,,,,,,,,,
rs.20,20071115,ANA,LAK,6,3,W,,,32,12,0,,0,,29,8,1,,0,2008,,,,,,,,,,,
rs.21,20071117,ANA,SJS,2,1,W,SO,,29,10,0,,0,,29,6,0,,0,2008,,,,,,,,,,,
rs.22,20071121,ANA,DAL,1,2,L,,,18,17,1,,0,,24,17,2,,0,2008,,,,,,,,,,,
rs.23,20071123,ANA,PHX,3,4,L,SO,,26,14,1,,0,,38,12,1,,0,2008,,,,,,,,,,,
rs.24,20071125,ANA,LAK,3,2,W,,,32,12,0,,0,,25,10,1,,0,2008,,,,,,,,,,,
rs.25,20071127,ANA,VAN,0,4,L,,,26,51,0,,0,,33,25,2,,0,2008,,,,,,,,,,,
rs.26,20071129,ANA,CGY,4,1,W,,,26,22,1,,1,,39,12,1,,0,2008,,,,,,,,,,,
rs.27,20071130,ANA,EDM,1,5,L,,,22,28,0,,0,,35,12,1,,0,2008,,,,,,,,,,,
rs.28,20071202,ANA,EDM,0,4,L,,,25,20,0,,0,,21,8,2,,0,2008,,,,,,,,,,,
rs.29,20071205,ANA,BUF,4,1,W,,,33,35,2,,0,,23,23,0,,0,2008,,,,,,,,,,,
rs.30,20071207,ANA,CHI,5,3,W,,,22,16,1,,0,,42,22,1,,0,2008,,,,,,,,,,,
rs.31,20071208,ANA,NSH,2,4,L,,,23,32,0,,1,,33,20,1,,1,2008,,,,,,,,,,,
rs.32,20071210,ANA,CBJ,4,3,W,OT,,28,27,3,,1,,35,21,2,,0,2008,,,,,,,,,,,
rs.33,20071212,ANA,VAN,2,3,L,,,35,12,0,,0,,20,10,0,,0,2008,,,,,,,,,,,
rs.34,20071214,ANA,MIN,2,5,L,,,30,12,1,,0,,19,14,4,,0,2008,,,,,,,,,,,
rs.35,20071216,ANA,SJS,1,2,L,SO,,31,20,0,,0,,37,12,0,,1,2008,,,,,,,,,,,
rs.36,20071218,ANA,SJS,2,0,W,,,16,24,1,,0,,20,24,0,,0,2008,,,,,,,,,,,
rs.37,20071219,ANA,COL,2,1,W,OT,,38,7,0,,0,,12,9,0,,0,2008,,,,,,,,,,,
rs.38,20071222,ANA,SJS,5,2,W,,,24,16,1,,0,,29,14,1,,0,2008,,,,,,,,,,,
rs.39,20071227,ANA,EDM,2,1,W,,,23,8,0,,0,,16,8,0,,0,2008,,,,,,,,,,,
rs.40,20071229,ANA,CGY,3,5,L,,,32,30,2,,0,,35,26,1,,0,2008,,,,,,,,,,,
rs.41,20071230,ANA,VAN,1,2,L,,,22,15,0,,0,,22,13,1,,0,2008,,,,,,,,,,,
rs.42,20080102,ANA,CBJ,2,1,W,,,34,12,1,,0,,27,12,0,,0,2008,,,,,,,,,,,
rs.43,20080104,ANA,CHI,2,1,W,,,32,8,1,,0,,21,14,0,,0,2008,,,,,,,,,,,
rs.44,20080105,ANA,PHX,2,3,L,SO,,31,8,0,,0,,34,6,1,,0,2008,,,,,,,,,,,
rs.45,20080107,ANA,NSH,5,2,W,,,37,13,2,,0,,22,11,2,,0,2008,,,,,,,,,,,
rs.46,20080109,ANA,TOR,5,0,W,,,24,22,2,,0,,28,28,0,,0,2008,,,,,,,,,,,
rs.47,20080113,ANA,SJS,4,3,W,OT,,29,8,0,,0,,29,12,1,,1,2008,,,,,,,,,,,
rs.48,20080115,ANA,DAL,4,2,W,,,36,13,2,,0,,24,17,0,,0,2008,,,,,,,,,,,
rs.49,20080117,ANA,NSH,2,1,W,,,16,14,1,,0,,34,14,1,,0,2008,,,,,,,,,,,
rs.50,20080118,ANA,MIN,4,2,W,,,27,6,1,,0,,27,10,0,,0,2008,,,,,,,,,,,
rs.51,20080120,ANA,DAL,2,5,L,,,20,14,1,,0,,27,14,1,,1,2008,,,,,,,,,,,
rs.52,20080123,ANA,DET,1,2,L,,,25,28,1,,0,,33,26,1,,0,2008,,,,,,,,,,,
rs.53,20080124,ANA,LAK,1,3,L,,,32,17,0,,0,,31,15,1,,0,2008,,,,,,,,,,,
rs.54,20080130,ANA,MIN,1,5,L,,,21,12,0,,0,,23,12,0,,0,2008,,,,,,,,,,,
rs.55,20080201,ANA,STL,0,1,L,SO,,30,13,0,,0,,20,15,0,,0,2008,,,,,,,,,,,
rs.56,20080202,ANA,PHI,0,3,L,,,27,15,0,,0,,24,15,1,,0,2008,,,,,,,,,,,
rs.57,20080205,ANA,NYI,3,0,W,,,26,4,1,,0,,25,14,0,,0,2008,,,,,,,,,,,
rs.58,20080207,ANA,NYR,4,1,W,,,19,25,1,,0,,33,21,0,,0,2008,,,,,,,,,,,
rs.59,20080208,ANA,NJD,2,1,W,,,24,10,0,,0,,35,4,0,,0,2008,,,,,,,,,,,
rs.60,20080210,ANA,DET,3,2,W,,,19,25,0,,0,,29,13,2,,0,2008,,,,,,,,,,,
rs.61,20080212,ANA,COL,2,1,W,,,29,33,1,,0,,33,31,0,,0,2008,,,,,,,,,,,
rs.62,20080215,ANA,DAL,2,4,L,,,22,34,0,,0,,21,20,3,,0,2008,,,,,,,,,,,
rs.63,20080217,ANA,CGY,4,2,W,,,36,22,2,,0,,25,28,1,,0,2008,,,,,,,,,,,
rs.64,20080220,ANA,COL,3,2,W,SO,,22,8,1,,0,,28,12,0,,0,2008,,,,,,,,,,,
rs.65,20080222,ANA,STL,2,1,W,OT,,29,20,0,,0,,17,18,0,,0,2008,,,,,,,,,,,
rs.66,20080224,ANA,CHI,6,3,W,,,28,24,2,,0,,32,28,0,,0,2008,,,,,,,,,,,
rs.67,20080229,ANA,CGY,3,1,W,,,25,38,2,,0,,23,44,1,,0,2008,,,,,,,,,,,
rs.68,20080303,ANA,OTT,3,1,W,,,31,10,2,,0,,25,14,0,,0,2008,,,,,,,,,,,
rs.69,20080305,ANA,CHI,0,3,L,,,19,67,0,,0,,28,42,2,,0,2008,,,,,,,,,,,
rs.70,20080306,ANA,COL,0,1,L,,,27,22,0,,0,,30,6,0,,0,2008,,,,,,,,,,,
rs.71,20080309,ANA,MTL,3,1,W,,,37,8,0,,1,,21,16,0,,0,2008,,,,,,,,,,,
rs.72,20080311,ANA,PHX,2,3,L,SO,,37,10,0,,0,,39,8,1,,0,2008,,,,,,,,,,,
rs.73,20080312,ANA,VAN,4,1,W,,,31,12,1,,1,,31,8,1,,0,2008,,,,,,,,,,,
rs.74,20080315,ANA,STL,5,2,W,,,33,2,1,,0,,40,10,0,,0,2008,,,,,,,,,,,
rs.75,20080319,ANA,DAL,2,1,W,,,17,23,2,,0,,21,19,0,,1,2008,,,,,,,,,,,
rs.76,20080321,ANA,SJS,1,2,L,,,13,19,0,,0,,43,9,1,,0,2008,,,,,,,,,,,
rs.77,20080322,ANA,PHX,2,1,W,,,15,15,1,,0,,31,17,1,,0,2008,,,,,,,,,,,
rs.78,20080326,ANA,LAK,2,1,W,SO,,40,6,1,,0,,32,22,1,,0,2008,,,,,,,,,,,
rs.79,20080328,ANA,SJS,1,3,L,,,24,10,1,,0,,27,10,1,,0,2008,,,,,,,,,,,
rs.80,20080330,ANA,DAL,3,2,W,SO,,32,15,1,,0,,25,19,0,,0,2008,,,,,,,,,,,
rs.81,20080405,ANA,LAK,4,3,W,,,26,6,0,,0,,31,4,0,,0,2008,,,,,,,,,,,
rs.82,20080406,ANA,PHX,3,2,W,SO,,43,4,0,,0,,34,0,1,,0,2008,,,,,,,,,,,
po.1,20080410,ANA,DAL,0,4,L,,,23,22,0,,0,,37,14,4,,0,2008,,,,,,,,,,,
po.2,20080412,ANA,DAL,2,5,L,,,22,14,1,,0,,30,14,2,,0,2008,,,,,,,,,,,
po.3,20080415,ANA,DAL,4,2,W,,,15,18,2,,0,,33,12,2,,0,2008,,,,,,,,,,,
po.4,20080417,ANA,DAL,1,3,L,,,28,24,0,,0,,20,12,0,,0,2008,,,,,,,,,,,
po.5,20080418,ANA,DAL,5,2,W,,,32,28,2,,0,,42,22,0,,0,2008,,,,,,,,,,,
po.6,20080420,ANA,DAL,1,4,L,,,18,10,0,,0,,26,6,2,,0,2008,,,,,,,,,,,
rs.1,20071005,ATL,WSH,1,3,L,,,29,16,0,,0,,40,10,1,,0,2008,,,,,,,,,,,
rs.2,20071006,ATL,TBL,2,5,L,,,15,12,1,,0,,34,8,2,,1,2008,,,,,,,,,,,
rs.3,20071010,ATL,OTT,1,3,L,,,29,8,0,,0,,36,6,1,,0,2008,,,,,,,,,,,
rs.4,20071011,ATL,BUF,0,6,L,,,20,32,0,,0,,28,32,3,,1,2008,,,,,,,,,,,
rs.5,20071013,ATL,NJD,5,6,L,,,17,16,1,,0,,35,6,3,,0,2008,,,,,,,,,,,
rs.6,20071016,ATL,PHI,0,4,L,,,31,6,0,,0,,33,10,0,,0,2008,,,,,,,,,,,
rs.7,20071018,ATL,NYR,5,3,W,,,28,25,2,,1,,36,31,3,,0,2008,,,,,,,,,,,
rs.8,20071020,ATL,TBL,2,6,L,,,20,10,0,,0,,30,4,2,,0,2008,,,,,,,,,,,
rs.9,20071023,ATL,TOR,5,4,W,SO,,36,6,0,,0,,36,10,1,,0,2008,,,,,,,,,,,
rs.10,20071025,ATL,NSH,0,3,L,,,20,6,0,,0,,34,4,0,,0,2008,,,,,,,,,,,
rs.11,20071027,ATL,CHI,3,2,W,,,22,40,2,,0,,31,14,2,,0,2008,,,,,,,,,,,
rs.12,20071030,ATL,MTL,3,2,W,SO,,33,14,0,,0,,33,10,2,,0,2008,,,,,,,,,,,
rs.13,20071101,ATL,OTT,4,6,L,,,19,14,2,,0,,28,22,0,,1,2008,,,,,,,,,,,
rs.14,20071103,ATL,TBL,6,4,W,,,22,8,1,,1,,34,6,2,,0,2008,,,,,,,,,,,
rs.15,20071106,ATL,WSH,2,1,W,OT,,31,8,0,,0,,32,12,1,,0,2008,,,,,,,,,,,
rs.16,20071109,ATL,FLA,4,1,W,,,27,2,2,,0,,37,10,0,,0,2008,,,,,,,,,,,
rs.17,20071110,ATL,CAR,3,5,L,,,35,10,0,,1,,39,8,2,,0,2008,,,,,,,,,,,
rs.18,20071113,ATL,FLA,3,2,W,OT,,33,2,1,,0,,21,10,0,,0,2008,,,,,,,,,,,
rs.19,20071116,ATL,CAR,3,0,W,,,25,8,0,,0,,31,8,0,,0,2008,,,,,,,,,,,
rs.20,20071119,ATL,TBL,4,3,W,OT,,24,6,2,,0,,20,12,0,,0,2008,,,,,,,,,,,
rs.21,20071121,ATL,WSH,5,1,W,,,25,19,2,,0,,32,13,1,,0,2008,,,,,,,,,,,
rs.22,20071123,ATL,NJD,0,3,L,,,22,6,0,,0,,27,4,1,,0,2008,,,,,,,,,,,
rs.23,20071124,ATL,PIT,0,5,L,,,28,6,0,,0,,34,6,2,,0,2008,,,,,,,,,,,
rs.24,20071129,ATL,TOR,2,4,L,,,20,7,1,,0,,25,11,0,,0,2008,,,,,,,,,,,
rs.25,20071201,ATL,NYI,4,0,W,,,30,15,0,,0,,33,19,0,,0,2008,,,,,,,,,,,
rs.26,20071202,ATL,NJD,2,3,L,SO,,25,10,1,,0,,36,4,0,,0,2008,,,,,,,,,,,
rs.27,20071205,ATL,NYI,4,3,W,SO,,24,14,0,,2,,33,18,1,,0,2008,,,,,,,,,,,
rs.28,20071207,ATL,NYR,4,2,W,,,22,11,0,,0,,32,9,0,,0,2008,,,,,,,,,,,
rs.29,20071208,ATL,WSH,3,6,L,,,26,8,1,,0,,27,8,0,,0,2008,,,,,,,,,,,
rs.30,20071212,ATL,BOS,3,5,L,,,26,10,2,,0,,33,23,0,,0,2008,,,,,,,,,,,
rs.31,20071214,ATL,TOR,0,4,L,,,24,6,0,,0,,35,4,0,,1,2008,,,,,,,,,,,
rs.32,20071215,ATL,OTT,3,7,L,,,25,10,1,,0,,44,14,1,,0,2008,,,,,,,,,,,
rs.33,20071218,ATL,TBL,6,2,W,,,24,15,0,,1,,34,19,1,,1,2008,,,,,,,,,,,
rs.34,20071220,ATL,OTT,3,2,W,,,45,13,1,,0,,30,21,0,,0,2008,,,,,,,,,,,
rs.35,20071222,ATL,MTL,3,2,W,SO,,28,4,1,,0,,39,8,0,,0,2008,,,,,,,,,,,
rs.36,20071223,ATL,STL,3,2,W,OT,,25,6,2,,0,,20,8,1,,0,2008,,,,,,,,,,,
rs.37,20071226,ATL,CBJ,0,2,L,,,21,13,0,,0,,28,9,1,,0,2008,,,,,,,,,,,
rs.38,20071227,ATL,FLA,3,5,L,,,41,4,1,,1,,29,6,0,,0,2008,,,,,,,,,,,
rs.39,20071229,ATL,BOS,5,0,W,,,29,18,1,,0,,26,20,0,,0,2008,,,,,,,,,,,
rs.40,20071231,ATL,BOS,2,5,L,,,30,8,1,,0,,37,10,3,,0,2008,,,,,,,,,,,
rs.41,20080102,ATL,CAR,5,4,W,OT,,14,14,2,,0,,36,14,2,,0,2008,,,,,,,,,,,
rs.42,20080104,ATL,CAR,3,4,L,,,26,18,0,,1,,33,8,2,,0,2008,,,,,,,,,,,
rs.43,20080106,ATL,BUF,5,2,W,,,30,10,0,,0,,39,2,0,,0,2008,,,,,,,,,,,
rs.44,20080108,ATL,PHI,1,4,L,,,28,11,0,,0,,29,15,1,,1,2008,,,,,,,,,,,
rs.45,20080110,ATL,FLA,2,3,L,SO,,28,8,0,,0,,40,8,0,,0,2008,,,,,,,,,,,
rs.46,20080112,ATL,PIT,3,2,W,SO,,38,8,2,,0,,31,8,0,,0,2008,,,,,,,,,,,
rs.47,20080115,ATL,DET,5,1,W,,,25,4,3,,0,,47,8,0,,0,2008,,,,,,,,,,,
rs.48,20080117,ATL,MTL,2,3,L,SO,,24,8,1,,0,,29,6,0,,0,2008,,,,,,,,,,,
rs.49,20080118,ATL,BUF,1,10,L,,,24,70,0,,1,,49,21,3,,0,2008,,,,,,,,,,,
rs.50,20080120,ATL,EDM,2,4,L,,,31,8,0,,0,,24,12,1,,0,2008,,,,,,,,,,,
rs.51,20080122,ATL,NYR,0,4,L,,,14,26,0,,0,,39,11,0,,1,2008,,,,,,,,,,,
rs.52,20080124,ATL,NYR,1,2,L,SO,,18,10,1,,0,,33,2,0,,0,2008,,,,,,,,,,,
rs.53,20080130,ATL,PIT,4,1,W,,,27,25,1,,1,,30,30,0,,0,2008,,,,,,,,,,,
rs.54,20080201,ATL,BUF,5,4,W,SO,,29,14,1,,0,,33,16,2,,0,2008,,,,,,,,,,,
rs.55,20080202,ATL,WSH,2,0,W,,,13,6,0,,0,,36,6,0,,0,2008,,,,,,,,,,,
rs.56,20080205,ATL,PHI,2,3,L,,,25,14,0,,0,,36,6,2,,0,2008,,,,,,,,,,,
rs.57,20080207,ATL,VAN,1,2,L,,,28,20,0,,0,,28,18,1,,0,2008,,,,,,,,,,,
rs.58,20080209,ATL,TBL,2,1,W,OT,,22,2,0,,0,,28,4,0,,0,2008,,,,,,,,,,,
rs.59,20080213,ATL,WSH,3,2,W,SO,,28,4,0,,0,,41,4,0,,0,2008,,,,,,,,,,,
rs.60,20080215,ATL,NJD,4,3,W,SO,,32,13,1,,0,,33,15,1,,0,2008,,,,,,,,,,,
rs.61,20080216,ATL,NYI,1,4,L,,,10,37,1,,0,,49,24,1,,0,2008,,,,,,,,,,,
rs.62,20080221,ATL,CAR,3,5,L,,,28,8,1,,0,,46,4,0,,0,2008,,,,,,,,,,,
rs.63,20080223,ATL,TOR,1,3,L,,,25,10,1,,0,,25,12,1,,0,2008,,,,,,,,,,,
rs.64,20080226,ATL,MTL,1,5,L,,,27,10,1,,0,,33,10,2,,0,2008,,,,,,,,,,,
rs.65,20080228,ATL,NYI,4,5,L,OT,,23,10,0,,1,,37,10,0,,0,2008,,,,,,,,,,,
rs.66,20080301,ATL,BOS,2,3,L,SO,,28,10,0,,0,,35,8,0,,0,2008,,,,,,,,,,,
rs.67,20080302,ATL,PIT,2,3,L,SO,,33,6,1,,0,,34,10,0,,0,2008,,,,,,,,,,,
rs.68,20080305,ATL,CAR,3,6,L,,,24,16,0,,0,,37,6,1,,0,2008,,,,,,,,,,,
rs.69,20080307,ATL,MIN,3,2,W,SO,,26,22,1,,0,,39,8,2,,0,2008,,,,,,,,,,,
rs.70,20080308,ATL,FLA,2,3,L,OT,,27,13,2,,0,,43,19,3,,0,2008,,,,,,,,,,,
rs.71,20080311,ATL,COL,2,5,L,,,24,8,0,,0,,29,6,1,,0,2008,,,,,,,,,,,
rs.72,20080313,ATL,CGY,6,4,W,,,32,7,2,,0,,32,11,0,,1,2008,,,,,,,,,,,
rs.73,20080314,ATL,WSH,1,4,L,,,12,8,0,,0,,37,10,1,,1,2008,,,,,,,,,,,
rs.74,20080316,ATL,FLA,1,3,L,,,30,22,0,,0,,25,20,2,,0,2008,,,,,,,,,,,
rs.75,20080318,ATL,PHI,2,3,L,,,19,10,0,,0,,47,6,1,,0,2008,,,,,,,,,,,
rs.76,20080319,ATL,CAR,3,5,L,,,34,6,0,,0,,33,2,1,,0,2008,,,,,,,,,,,
rs.77,20080321,ATL,WSH,3,5,L,,,18,8,1,,1,,45,4,0,,0,2008,,,,,,,,,,,
rs.78,20080327,ATL,FLA,3,2,W,,,28,16,0,,0,,45,10,0,,0,2008,,,,,,,,,,,
rs.79,20080328,ATL,CAR,1,7,L,,,26,72,0,,1,,35,43,5,,1,2008,,,,,,,,,,,
rs.80,20080331,ATL,TBL,2,0,W,,,24,17,0,,0,,36,9,0,,0,2008,,,,,,,,,,,
rs.81,20080401,ATL,FLA,2,3,L,,,33,10,0,,0,,33,10,1,,0,2008,,,,,,,,,,,
rs.82,20080405,ATL,TBL,4,1,W,,,24,6,0,,0,,31,8,1,,0,2008,,,,,,,,,,,
rs.1,20071005,BOS,DAL,1,4,L,,,25,18,1,,0,,18,22,1,,0,2008,,,,,,,,,,,
rs.2,20071006,BOS,PHX,3,1,W,,,24,8,2,,1,,37,6,0,,0,2008,,,,,,,,,,,
rs.3,20071010,BOS,ANA,1,2,L,,,19,6,0,,0,,30,6,0,,0,2008,,,,,,,,,,,
rs.4,20071012,BOS,LAK,8,6,W,,,31,15,3,,0,,31,19,3,,0,2008,,,,,,,,,,,
rs.5,20071013,BOS,SJS,2,1,W,,,20,12,0,,0,,27,8,0,,0,2008,,,,,,,,,,,
rs.6,20071018,BOS,TBL,4,1,W,,,24,14,0,,0,,36,10,0,,0,2008,,,,,,,,,,,
rs.7,20071020,BOS,NYR,1,0,W,SO,,19,12,0,,0,,26,16,0,,0,2008,,,,,,,,,,,
rs.8,20071022,BOS,MTL,1,6,L,,,32,16,1,,0,,20,8,2,,0,2008,,,,,,,,,,,
rs.9,20071025,BOS,CHI,3,1,W,,,18,13,0,,0,,27,19,1,,0,2008,,,,,,,,,,,
rs.10,20071027,BOS,PHI,1,2,L,,,39,16,1,,0,,28,33,1,,1,2008,,,,,,,,,,,
rs.11,20071101,BOS,BUF,4,3,W,OT,,24,6,1,,0,,30,10,2,,0,2008,,,,,,,,,,,
rs.12,20071103,BOS,OTT,2,3,L,,,19,19,0,,0,,45,9,3,,0,2008,,,,,,,,,,,
rs.13,20071104,BOS,OTT,1,2,L,SO,,22,12,0,,0,,36,8,0,,1,2008,,,,,,,,,,,
rs.14,20071107,BOS,BUF,1,2,L,OT,,26,8,0,,0,,29,6,1,,0,2008,,,,,,,,,,,
rs.15,20071108,BOS,MTL,1,2,L,,,29,7,0,,0,,32,13,0,,0,2008,,,,,,,,,,,
rs.16,20071110,BOS,BUF,2,1,W,,,22,12,1,,0,,46,12,0,,1,2008,,,,,,,,,,,
rs.17,20071115,BOS,TOR,5,2,W,,,27,15,0,,0,,36,7,1,,0,2008,,,,,,,,,,,
rs.18,20071117,BOS,MTL,4,7,L,,,36,56,1,,0,,52,51,3,,1,2008,,,,,,,,,,,
rs.19,20071120,BOS,TOR,4,2,W,,,25,8,1,,0,,32,4,1,,0,2008,,,,,,,,,,,
rs.20,20071123,BOS,NYI,2,1,W,,,25,11,1,,0,,25,11,0,,0,2008,,,,,,,,,,,
rs.21,20071124,BOS,NYI,1,2,L,,,21,6,0,,0,,29,6,0,,0,2008,,,,,,,,,,,
rs.22,20071126,BOS,PHI,6,3,W,,,32,15,0,,0,,23,24,3,,0,2008,,,,,,,,,,,
rs.23,20071129,BOS,FLA,4,3,W,,,38,11,2,,0,,35,11,1,,0,2008,,,,,,,,,,,
rs.24,20071201,BOS,TBL,1,4,L,,,29,6,1,,0,,28,8,1,,0,2008,,,,,,,,,,,
rs.25,20071203,BOS,NYI,3,1,W,,,22,12,2,,0,,33,12,1,,0,2008,,,,,,,,,,,
rs.26,20071205,BOS,NJD,3,4,L,OT,,26,11,1,,0,,34,11,1,,0,2008,,,,,,,,,,,
rs.27,20071206,BOS,MTL,2,4,L,,,26,21,1,,0,,30,11,1,,0,2008,,,,,,,,,,,
rs.28,20071208,BOS,TOR,2,1,W,,,20,12,1,,0,,26,8,0,,0,2008,,,,,,,,,,,
rs.29,20071210,BOS,BUF,4,1,W,,,21,8,0,,0,,45,14,1,,0,2008,,,,,,,,,,,
rs.30,20071212,BOS,ATL,5,3,W,,,33,23,0,,0,,26,10,2,,0,2008,,,,,,,,,,,
rs.31,20071213,BOS,NJD,1,3,L,,,20,13,1,,0,,28,11,1,,0,2008,,,,,,,,,,,
rs.32,20071215,BOS,CBJ,2,0,W,,,18,15,1,,0,,32,11,0,,0,2008,,,,,,,,,,,
rs.33,20071218,BOS,OTT,2,3,L,,,28,6,0,,0,,27,8,1,,0,2008,,,,,,,,,,,
rs.34,20071220,BOS,PIT,4,5,L,SO,,41,22,2,,1,,29,26,0,,0,2008,,,,,,,,,,,
rs.35,20071222,BOS,STL,1,4,L,,,25,20,1,,0,,29,22,0,,0,2008,,,,,,,,,,,
rs.36,20071223,BOS,PIT,2,4,L,,,30,10,0,,0,,25,6,1,,0,2008,,,,,,,,,,,
rs.37,20071228,BOS,CAR,3,4,L,,,21,29,0,,1,,37,11,1,,1,2008,,,,,,,,,,,
rs.38,20071229,BOS,ATL,0,5,L,,,26,20,0,,0,,29,18,1,,0,2008,,,,,,,,,,,
rs.39,20071231,BOS,ATL,5,2,W,,,37,10,3,,0,,30,8,1,,0,2008,,,,,,,,,,,
rs.40,20080103,BOS,WSH,2,0,W,,,30,13,1,,0,,31,15,0,,0,2008,,,,,,,,,,,
rs.41,20080105,BOS,NJD,4,3,W,,,25,8,0,,1,,45,6,1,,0,2008,,,,,,,,,,,
rs.42,20080108,BOS,CAR,0,1,L,,,19,7,0,,0,,28,11,0,,0,2008,,,,,,,,,,,
rs.43,20080110,BOS,MTL,2,5,L,,,25,16,0,,0,,32,10,2,,0,2008,,,,,,,,,,,
rs.44,20080112,BOS,PHI,4,3,W,OT,,32,16,2,,0,,24,16,2,,0,2008,,,,,,,,,,,
rs.45,20080117,BOS,TOR,2,3,L,SO,,31,10,0,,0,,33,6,0,,0,2008,,,,,,,,,,,
rs.46,20080119,BOS,NYR,4,3,W,SO,,39,8,2,,0,,28,16,1,,0,2008,,,,,,,,,,,
rs.47,20080120,BOS,NYR,3,1,W,,,20,8,0,,1,,31,6,0,,0,2008,,,,,,,,,,,
rs.48,20080122,BOS,MTL,2,8,L,,,31,20,0,,0,,24,30,2,,0,2008,,,,,,,,,,,
rs.49,20080124,BOS,NYI,4,1,W,,,30,6,2,,0,,29,6,0,,0,2008,,,,,,,,,,,
rs.50,20080129,BOS,NSH,3,1,W,,,28,9,1,,0,,38,11,0,,0,2008,,,,,,,,,,,
rs.51,20080131,BOS,OTT,4,1,W,,,22,12,0,,0,,31,10,1,,0,2008,,,,,,,,,,,
rs.52,20080202,BOS,DET,1,3,L,,,23,8,0,,0,,32,8,1,,0,2008,,,,,,,,,,,
rs.53,20080205,BOS,BUF,2,4,L,,,32,15,0,,0,,28,11,1,,0,2008,,,,,,,,,,,
rs.54,20080208,BOS,BUF,3,2,W,SO,,37,10,0,,0,,23,10,1,,0,2008,,,,,,,,,,,
rs.55,20080209,BOS,FLA,3,6,L,,,41,12,1,,0,,27,12,2,,0,2008,,,,,,,,,,,
rs.56,20080212,BOS,CAR,2,3,L,,,34,8,0,,0,,23,6,0,,0,2008,,,,,,,,,,,
rs.57,20080213,BOS,PIT,2,1,W,,,33,16,0,,0,,21,12,1,,0,2008,,,,,,,,,,,
rs.58,20080216,BOS,TOR,3,4,L,OT,,27,12,1,,0,,36,6,1,,0,2008,,,,,,,,,,,
rs.59,20080219,BOS,CAR,3,2,W,SO,,38,31,2,,0,,47,27,0,,0,2008,,,,,,,,,,,
rs.60,20080221,BOS,FLA,5,4,W,SO,,48,12,2,,0,,27,20,0,,0,2008,,,,,,,,,,,
rs.61,20080223,BOS,TBL,5,3,W,,,28,14,2,,1,,28,12,1,,1,2008,,,,,,,,,,,
rs.62,20080226,BOS,OTT,4,0,W,,,29,10,1,,1,,22,12,0,,0,2008,,,,,,,,,,,
rs.63,20080228,BOS,PIT,5,1,W,,,31,15,1,,0,,28,19,0,,0,2008,,,,,,,,,,,
rs.64,20080301,BOS,ATL,3,2,W,SO,,35,8,0,,0,,28,10,0,,0,2008,,,,,,,,,,,
rs.65,20080303,BOS,WSH,2,10,L,,,27,24,1,,0,,34,24,4,,0,2008,,,,,,,,,,,
rs.66,20080304,BOS,FLA,0,1,L,OT,,40,10,0,,0,,32,8,0,,0,2008,,,,,,,,,,,
